header	seqid	accession	identity	evalue	sciname	taxids	taxonomy
>ERR2696650.2997 10317.000093606_2996 length=151 number of reps 588	ERR2696650.2997	LC515556.1	100.0	1.7799999999999998e-71	Collinsella aerofaciens	74426	Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella aerofaciens
>ERR1841829.1021 10317.000059163_1020 length=150 number of reps 587	ERR1841829.1021	MT268985.1	100.0	6.3599999999999995e-71	Bacteroides fragilis	817	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis
>ERR2696650.63 10317.000093606_62 length=151 number of reps 582	ERR2696650.63	MN212518.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032945.15765 10317.000068279_15764 length=150 number of reps 582	ERR2032945.15765	MN474811.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.18255 10317.000100334_18254 length=151 number of reps 579	ERR2696756.18255	CP051672.1	100.0	1.7799999999999998e-71	Parabacteroides distasonis	823	Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis
>ERR2306263.16 10317.000079461_15 length=151 number of reps 571	ERR2306263.16	KY874296.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.7935 10317.000100334_7934 length=151 number of reps 569	ERR2696756.7935	MT268988.1	99.338	8.299999999999999e-70	Bacteroides uniformis	820	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis
>ERR1841829.1423 10317.000059163_1422 length=150 number of reps 565	ERR1841829.1423	LR640650.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.9804 10317.000093606_9803 length=151 number of reps 559	ERR2696650.9804	LC515569.1	100.0	1.7799999999999998e-71	Flavonifractor plautii	292800	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;Flavonifractor plautii
>ERR2696650.530 10317.000093606_529 length=151 number of reps 557	ERR2696650.530	MG702800.1	100.0	1.7799999999999998e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2032945.47 10317.000068279_46 length=150 number of reps 542	ERR2032945.47	KY278534.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.25369 10317.000100334_25368 length=151 number of reps 537	ERR2696756.25369	MT491072.1	100.0	1.7799999999999998e-71	Bifidobacterium pseudocatenulatum	28026	Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum
>ERR2032945.1431 10317.000068279_1430 length=150 number of reps 534	ERR2032945.1431	LC515557.1	100.0	6.3599999999999995e-71	Dysosmobacter welbionis	2093857	Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Dysosmobacter;Dysosmobacter welbionis
>ERR2319592.161 10317.000071590_160 length=151 number of reps 532	ERR2319592.161	MH761406.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841829.109 10317.000059163_108 length=150 number of reps 529	ERR1841829.109	MT464460.1	100.0	6.3599999999999995e-71	Streptomyces sp.	1931	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp.
>ERR2696650.10075 10317.000093606_10074 length=151 number of reps 528	ERR2696650.10075	CP053229.1	100.0	1.7799999999999998e-71	[Clostridium] bolteae	208479	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] bolteae
>ERR2092387.783 10317.000067987_782 length=150 number of reps 525	ERR2092387.783	MG702771.1	100.0	6.3599999999999995e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR1841829.129 10317.000059163_128 length=150 number of reps 524	ERR1841829.129	MN474722.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2319592.4203 10317.000071590_4202 length=151 number of reps 519	ERR2319592.4203	MG270208.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.547 10317.000100334_546 length=151 number of reps 515	ERR2696756.547	LR650618.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.34 10317.000093606_33 length=151 number of reps 510	ERR2696650.34	HQ791674.1	100.0	1.7799999999999998e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2696650.6659 10317.000093606_6658 length=151 number of reps 507	ERR2696650.6659	MN841017.1	99.338	2.3099999999999995e-70	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR1841829.589 10317.000059163_588 length=150 number of reps 505	ERR1841829.589	MN474435.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.11383 10317.000093606_11382 length=151 number of reps 503	ERR2696650.11383	CP036491.1	100.0	1.7799999999999998e-71	Bacteroides sp. A1C1	2528203	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. A1C1
>ERR2405130.3 10317.000082850_2 length=151 number of reps 503	ERR2405130.3	MK274834.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2523869.66 10317.000052019_65 length=151 number of reps 498	ERR2523869.66	KC304583.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.10035 10317.000100334_10034 length=151 number of reps 492	ERR2696756.10035	MG858628.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841829.4710 10317.000059163_4709 length=150 number of reps 485	ERR1841829.4710	MK274834.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.891 10317.000093606_890 length=151 number of reps 480	ERR2696650.891	MK274833.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.66 10317.000093606_65 length=151 number of reps 472	ERR2696650.66	MT464394.1	100.0	6.4199999999999995e-71	Bacteroides dorei	357276	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides dorei
>ERR2319445.452 10317.000067892_451 length=151 number of reps 471	ERR2319445.452	JQ208488.1	94.70200000000001	3.92e-58	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092071.15058 10317.000068295_15057 length=150 number of reps 468	ERR2092071.15058	CP029751.1	100.0	6.3599999999999995e-71	Staphylococcus aureus	1280	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus
>ERR4019182.17425 10317.000050338_17424 length=151 number of reps 467	ERR4019182.17425	LR636945.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2306263.7912 10317.000079461_7911 length=151 number of reps 463	ERR2306263.7912	MN474353.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092387.1528 10317.000067987_1527 length=150 number of reps 461	ERR2092387.1528	LR027880.1	100.0	6.3599999999999995e-71	Roseburia intestinalis L1-82	536231	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia intestinalis
>ERR2032945.178 10317.000068279_177 length=150 number of reps 458	ERR2032945.178	LR646166.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2319445.113 10317.000067892_112 length=151 number of reps 439	ERR2319445.113	KC304066.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841829.1314 10317.000059163_1313 length=150 number of reps 437	ERR1841829.1314	MN212313.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019034.1330 10317.000072547_1329 length=151 number of reps 434	ERR4019034.1330	LT680723.1	100.0	1.7799999999999998e-71	uncultured Ruminococcaceae bacterium	541003	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NaN;uncultured Ruminococcaceae bacterium
>ERR2032945.70 10317.000068279_69 length=150 number of reps 430	ERR2032945.70	KX654258.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032945.539 10317.000068279_538 length=150 number of reps 424	ERR2032945.539	MF670802.1	100.0	6.3599999999999995e-71	uncultured Faecalibacterium sp.	259315	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;uncultured Faecalibacterium sp.
>ERR4019034.2005 10317.000072547_2004 length=151 number of reps 416	ERR4019034.2005	MT505661.1	100.0	1.7799999999999998e-71	Streptococcus salivarius	1304	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius
>ERR1841829.1305 10317.000059163_1304 length=150 number of reps 412	ERR1841829.1305	MT445141.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2319592.34 10317.000071590_33 length=151 number of reps 411	ERR2319592.34	MG702957.1	100.0	1.7799999999999998e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR4019034.7848 10317.000072547_7847 length=151 number of reps 409	ERR4019034.7848	MN212437.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841829.220 10317.000059163_219 length=150 number of reps 407	ERR1841829.220	CP040902.1	100.0	6.3599999999999995e-71	Longibaculum sp. KGMB06250	2584943	Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Longibaculum;Longibaculum sp. KGMB06250
>ERR2523869.17 10317.000052019_16 length=151 number of reps 405	ERR2523869.17	MF364754.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.668 10317.000100334_667 length=151 number of reps 404	ERR2696756.668	CP049183.1	100.0	1.7799999999999998e-71	Shigella sonnei	624	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella sonnei
>ERR2696756.2590 10317.000100334_2589 length=151 number of reps 402	ERR2696756.2590	MT482664.1	100.0	1.7799999999999998e-71	Dialister invisus	218538	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;Dialister invisus
>ERR2696650.13275 10317.000093606_13274 length=151 number of reps 402	ERR2696650.13275	MN211895.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841829.499 10317.000059163_498 length=150 number of reps 401	ERR1841829.499	AP019738.1	100.0	6.3599999999999995e-71	Alistipes sp. 3BBH6	2585117	Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes onderdonkii
>ERR2696756.25196 10317.000100334_25195 length=151 number of reps 393	ERR2696756.25196	FJ503430.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.4182 10317.000093606_4181 length=151 number of reps 393	ERR2696650.4182	LR640822.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.2454 10317.000093606_2453 length=151 number of reps 391	ERR2696650.2454	JX230365.1	100.0	1.7799999999999998e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2696650.123 10317.000093606_122 length=151 number of reps 389	ERR2696650.123	MN474417.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.3304 10317.000100334_3303 length=151 number of reps 387	ERR2696756.3304	MF081231.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.215 10317.000093606_214 length=151 number of reps 386	ERR2696650.215	KX593306.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.1113 10317.000093606_1112 length=151 number of reps 383	ERR2696650.1113	LR738855.1	100.0	1.7799999999999998e-71	Corynebacterium rouxii	2719119	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841829.7746 10317.000059163_7745 length=150 number of reps 383	ERR1841829.7746	MH570136.1	100.0	6.3599999999999995e-71	uncultured Bacteroides sp.	162156	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
>ERR4019034.94 10317.000072547_93 length=151 number of reps 381	ERR4019034.94	MH515849.1	100.0	1.7799999999999998e-71	uncultured Bacteroides sp.	162156	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
>ERR1841829.14144 10317.000059163_14143 length=150 number of reps 379	ERR1841829.14144	MH468371.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.851 10317.000093606_850 length=149 number of reps 375	ERR2696650.851	MT268993.1	100.0	2.2699999999999994e-70	Odoribacter splanchnicus	28118	Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus
>ERR2092387.4996 10317.000067987_4995 length=150 number of reps 375	ERR2092387.4996	LC515569.1	100.0	6.3599999999999995e-71	Flavonifractor plautii	292800	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;Flavonifractor plautii
>ERR2696650.36 10317.000093606_35 length=151 number of reps 371	ERR2696650.36	LR647866.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.55 10317.000100334_54 length=151 number of reps 367	ERR2696756.55	CP050009.1	100.0	6.4199999999999995e-71	Citrobacter sp. Y3	2716879	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.300 10317.000093606_299 length=151 number of reps 357	ERR2696650.300	KF842651.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2319445.35 10317.000067892_34 length=151 number of reps 357	ERR2319445.35	FJ510245.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092387.152 10317.000067987_151 length=150 number of reps 357	ERR2092387.152	KY879767.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.233 10317.000093606_232 length=151 number of reps 356	ERR2696650.233	HQ787930.1	100.0	1.7799999999999998e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2696650.3385 10317.000093606_3384 length=151 number of reps 354	ERR2696650.3385	MN474844.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.204 10317.000093606_203 length=151 number of reps 352	ERR2696650.204	MN212432.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.334 10317.000100334_333 length=151 number of reps 351	ERR2696756.334	JQ185275.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2579676.2620 10317.000047573_2619 length=151 number of reps 350	ERR2579676.2620	CP027002.1	99.338	8.299999999999999e-70	[Ruminococcus] gnavus ATCC 29149	411470	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;[Ruminococcus] gnavus
>ERR2523869.57 10317.000052019_56 length=151 number of reps 348	ERR2523869.57	MH761899.1	99.338	8.299999999999999e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2523869.1 10317.000052019_0 length=151 number of reps 348	ERR2523869.1	MG559379.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841829.9379 10317.000059163_9378 length=150 number of reps 347	ERR1841829.9379	MN474871.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2306263.1 10317.000079461_0 length=151 number of reps 343	ERR2306263.1	MN474578.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1854702.100 10317.000047573_99 length=150 number of reps 339	ERR1854702.100	MK577312.1	100.0	6.3599999999999995e-71	Akkermansia muciniphila	239935	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
>ERR2696650.343 10317.000093606_342 length=151 number of reps 338	ERR2696650.343	MN474117.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2319592.465 10317.000071590_464 length=151 number of reps 337	ERR2319592.465	MH556048.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1854702.230 10317.000047573_229 length=150 number of reps 331	ERR1854702.230	LC487980.1	100.0	6.3599999999999995e-71	Dialister sp. 5BBH33	2582419	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;Dialister hominis
>ERR2092387.830 10317.000067987_829 length=150 number of reps 330	ERR2092387.830	MN212438.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2523869.4 10317.000052019_3 length=151 number of reps 322	ERR2523869.4	KY277872.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841829.5347 10317.000059163_5346 length=150 number of reps 322	ERR1841829.5347	LR699017.1	100.0	6.3599999999999995e-71	Faecalibacterium prausnitzii	853	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR2696756.265 10317.000100334_264 length=151 number of reps 320	ERR2696756.265	MN474561.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019034.12724 10317.000072547_12723 length=151 number of reps 317	ERR4019034.12724	LR636143.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.11767 10317.000093606_11766 length=151 number of reps 315	ERR2696650.11767	LR640736.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.4588 10317.000093606_4587 length=151 number of reps 313	ERR2696650.4588	LC515557.1	100.0	1.7799999999999998e-71	Dysosmobacter welbionis	2093857	Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Dysosmobacter;Dysosmobacter welbionis
>ERR4019034.2339 10317.000072547_2338 length=151 number of reps 312	ERR4019034.2339	MH761696.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.7321 10317.000093606_7320 length=151 number of reps 306	ERR2696650.7321	KP811703.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2319592.698 10317.000071590_697 length=151 number of reps 306	ERR2319592.698	CP030280.1	99.338	8.299999999999999e-70	Blautia sp. N6H1-15	1912897	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia sp. N6H1-15
>ERR2319592.1258 10317.000071590_1257 length=151 number of reps 305	ERR2319592.1258	FP082334.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2319592.64 10317.000071590_63 length=151 number of reps 303	ERR2319592.64	NR_074141.1	100.0	1.7799999999999998e-71	Campylobacter hominis	76517	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter hominis
>ERR2696756.21398 10317.000100334_21397 length=151 number of reps 299	ERR2696756.21398	MN326670.1	99.338	8.299999999999999e-70	Bacteroides caccae	47678	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae
>ERR2696650.1150 10317.000093606_1149 length=151 number of reps 299	ERR2696650.1150	KF385804.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019182.13341 10317.000050338_13340 length=151 number of reps 295	ERR4019182.13341	MH569932.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841829.34 10317.000059163_33 length=150 number of reps 293	ERR1841829.34	MN474844.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.5606 10317.000093606_5605 length=151 number of reps 292	ERR2696650.5606	LR654311.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.24876 10317.000100334_24875 length=151 number of reps 289	ERR2696756.24876	MN474379.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.850 10317.000093606_849 length=151 number of reps 289	ERR2696650.850	MH196680.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.1086 10317.000093606_1085 length=151 number of reps 288	ERR2696650.1086	MN326670.1	100.0	6.4199999999999995e-71	Bacteroides caccae	47678	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae
>ERR2304070.870 10317.000076751_869 length=151 number of reps 288	ERR2304070.870	MN212468.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4020648.28 10317.000101190_27 length=151 number of reps 286	ERR4020648.28	FJ367216.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2306263.66 10317.000079461_65 length=151 number of reps 284	ERR2306263.66	FJ683486.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.936 10317.000100334_935 length=151 number of reps 282	ERR2696756.936	MN935219.1	100.0	1.7799999999999998e-71	Corynebacterium sp.	1720	Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium sp.
>ERR2696650.8792 10317.000093606_8791 length=151 number of reps 280	ERR2696650.8792	KY878431.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2306263.5948 10317.000079461_5947 length=151 number of reps 278	ERR2306263.5948	JQ998890.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.26177 10317.000100334_26176 length=151 number of reps 277	ERR2696756.26177	MT275475.1	100.0	1.7799999999999998e-71	Erysipelatoclostridium ramosum	1547	Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;Erysipelatoclostridium ramosum
>ERR2696650.13925 10317.000093606_13924 length=151 number of reps 277	ERR2696650.13925	MH570035.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019034.160 10317.000072547_159 length=151 number of reps 272	ERR4019034.160	MN212362.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092387.307 10317.000067987_306 length=150 number of reps 271	ERR2092387.307	MF365015.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092006.4964 10317.000062971_4963 length=150 number of reps 271	ERR2092006.4964	LR643030.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032945.1016 10317.000068279_1015 length=150 number of reps 271	ERR2032945.1016	MK274833.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2523869.98 10317.000052019_97 length=151 number of reps 268	ERR2523869.98				uncultured bacterium		
>ERR2318010.24146 10317.000039742_24145 length=151 number of reps 268	ERR2318010.24146				uncultured bacterium		
>ERR2523869.106 10317.000052019_105 length=151 number of reps 267	ERR2523869.106				uncultured bacterium		
>ERR2306263.69546 10317.000079461_69545 length=151 number of reps 267	ERR2306263.69546				uncultured bacterium		
>ERR2306263.44774 10317.000079461_44773 length=151 number of reps 267	ERR2306263.44774				uncultured bacterium		
>ERR2696756.5500 10317.000100334_5499 length=151 number of reps 263	ERR2696756.5500				uncultured bacterium		
>ERR1841829.2123 10317.000059163_2122 length=150 number of reps 263	ERR1841829.2123				uncultured bacterium		
>ERR2696650.45 10317.000093606_44 length=151 number of reps 262	ERR2696650.45				uncultured bacterium		
>ERR2696650.28 10317.000093606_27 length=151 number of reps 261	ERR2696650.28				uncultured bacterium		
>ERR2696650.2709 10317.000093606_2708 length=151 number of reps 260	ERR2696650.2709				uncultured bacterium		
>ERR1841829.10638 10317.000059163_10637 length=150 number of reps 260	ERR1841829.10638				uncultured bacterium		
>ERR2696650.4068 10317.000093606_4067 length=151 number of reps 256	ERR2696650.4068				uncultured bacterium		
>ERR4020648.3645 10317.000101190_3644 length=151 number of reps 250	ERR4020648.3645				uncultured bacterium		
>ERR2405130.207 10317.000082850_206 length=151 number of reps 250	ERR2405130.207				uncultured bacterium		
>ERR1843850.11 10317.000059163_10 length=150 number of reps 250	ERR1843850.11				uncultured bacterium		
>ERR2696650.6531 10317.000093606_6530 length=151 number of reps 249	ERR2696650.6531				uncultured bacterium		
>ERR1841829.504 10317.000059163_503 length=150 number of reps 248	ERR1841829.504				uncultured bacterium		
>ERR2697054.41 10317.000094641_40 length=151 number of reps 243	ERR2697054.41				uncultured bacterium		
>ERR2696756.18995 10317.000100334_18994 length=151 number of reps 243	ERR2696756.18995				uncultured bacterium		
>ERR2306263.212 10317.000079461_211 length=151 number of reps 243	ERR2306263.212				uncultured bacterium		
