header	seqid	accession	identity	evalue	sciname	taxids	taxonomy
>ERR2696999.103 10317.000093103_102 length=151 number of reps 565	ERR2696999.103	JQ940722.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1597056.15 10317.000042630_14 length=150 number of reps 565	ERR1597056.15	MN157561.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.44 10317.000050274_43 length=150 number of reps 558	ERR1842802.44	MT225834.1	100.0	6.369999999999999e-71	Pseudomonas psychrophila	122355	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas psychrophila
>ERR2319482.2 10317.000068173_1 length=151 number of reps 557	ERR2319482.2	MN212248.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.19833 10317.000093103_19832 length=151 number of reps 556	ERR2696999.19833	AP019738.1	100.0	1.7899999999999994e-71	Alistipes sp. 3BBH6	2585117	Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes onderdonkii
>ERR2033470.315 10317.000068175_314 length=150 number of reps 556	ERR2033470.315	MK727100.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.166 10317.000068175_165 length=150 number of reps 551	ERR2033470.166	HQ816221.1	100.0	6.369999999999999e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2696999.227 10317.000093103_226 length=151 number of reps 543	ERR2696999.227	CP051144.1	100.0	1.7899999999999994e-71	Romboutsia sp. CE17	2724150	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2697882.38 10317.000097473_37 length=151 number of reps 541	ERR2697882.38	LC420063.1	100.0	1.7899999999999994e-71	Brevundimonas diminuta	293	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas diminuta
>ERR2697882.61 10317.000097473_60 length=151 number of reps 536	ERR2697882.61	LR638638.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.1245 10317.000093103_1244 length=151 number of reps 527	ERR2696999.1245	LC515556.1	100.0	1.7899999999999994e-71	Collinsella aerofaciens	74426	Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella aerofaciens
>ERR2696999.31 10317.000093103_30 length=151 number of reps 525	ERR2696999.31	LR654483.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.18333 10317.000093103_18332 length=151 number of reps 523	ERR2696999.18333	CP020545.1	100.0	1.7899999999999994e-71	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2696999.9410 10317.000093103_9409 length=151 number of reps 516	ERR2696999.9410	LC487980.1	100.0	1.7899999999999994e-71	Dialister sp. 5BBH33	2582419	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;Dialister hominis
>ERR1597056.1130 10317.000042630_1129 length=150 number of reps 516	ERR1597056.1130	MN081733.1	100.0	6.369999999999999e-71	Bacteroides sartorii	671267	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sartorii
>ERR2696999.77 10317.000093103_76 length=151 number of reps 509	ERR2696999.77	MH572109.1	100.0	1.7899999999999994e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2696999.7245 10317.000093103_7244 length=151 number of reps 506	ERR2696999.7245	MN212164.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.1899 10317.000050274_1898 length=150 number of reps 506	ERR1842802.1899	MN474887.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4018975.1669 10317.000069197_1668 length=151 number of reps 494	ERR4018975.1669	KX456237.1	100.0	1.7899999999999994e-71	uncultured Raoultella sp.	263767	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Raoultella;uncultured Raoultella sp.
>ERR2303862.12204 10317.000059959_12203 length=151 number of reps 490	ERR2303862.12204	MT509819.1	100.0	1.7899999999999994e-71	Dialister invisus	218538	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;Dialister invisus
>ERR2696999.1354 10317.000093103_1353 length=151 number of reps 486	ERR2696999.1354	MG702837.1	100.0	1.7899999999999994e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2696999.4934 10317.000093103_4933 length=151 number of reps 484	ERR2696999.4934	KX996786.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2523933.13 10317.000075909_12 length=151 number of reps 483	ERR2523933.13	LT720479.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.702 10317.000050274_701 length=150 number of reps 479	ERR1842802.702	LR654483.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.170 10317.000093103_169 length=151 number of reps 476	ERR2696999.170	MK274833.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.1658 10317.000093103_1657 length=151 number of reps 473	ERR2696999.1658	LC528172.1	100.0	1.7899999999999994e-71	Anaerostipes hadrus	649756	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus
>ERR2696999.1319 10317.000093103_1318 length=151 number of reps 464	ERR2696999.1319	MF365015.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032698.69 10317.000047463_68 length=150 number of reps 460	ERR2032698.69	KY278866.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.1518 10317.000068175_1517 length=150 number of reps 452	ERR2033470.1518	MH572109.1	100.0	6.369999999999999e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR1842802.2998 10317.000050274_2997 length=150 number of reps 452	ERR1842802.2998	LR637623.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.151 10317.000093103_150 length=151 number of reps 448	ERR2696999.151	MH468371.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.4544 10317.000107269_4543 length=151 number of reps 445	ERR4019312.4544	MN212527.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.1171 10317.000050274_1170 length=150 number of reps 442	ERR1842802.1171	KX593306.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389836.42 10317.000038305_41 length=150 number of reps 442	ERR1389836.42	MH222087.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.6976 10317.000093103_6975 length=151 number of reps 441	ERR2696999.6976	MN841017.1	99.338	2.3099999999999995e-70	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2033470.5044 10317.000068175_5043 length=150 number of reps 437	ERR2033470.5044	MT416445.1	100.0	6.369999999999999e-71	Staphylococcus aureus	1280	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus
>ERR1842587.27 10317.000054208_26 length=150 number of reps 424	ERR1842587.27	KU100774.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.1418 10317.000107269_1417 length=151 number of reps 422	ERR4019312.1418	JQ185275.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.1311 10317.000107269_1310 length=151 number of reps 420	ERR4019312.1311	LC268636.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696591.718 10317.000092754_717 length=151 number of reps 419	ERR2696591.718	KY278534.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.7459 10317.000093103_7458 length=151 number of reps 414	ERR2696999.7459	JN612120.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019071.4324 10317.000074586_4323 length=151 number of reps 413	ERR4019071.4324	MN157561.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.7 10317.000050274_6 length=150 number of reps 409	ERR1842802.7	KF095514.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.875 10317.000093103_874 length=151 number of reps 403	ERR2696999.875	MT509853.1	100.0	1.7899999999999994e-71	Haemophilus parainfluenzae	729	Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus parainfluenzae
>ERR1842802.5101 10317.000050274_5100 length=150 number of reps 401	ERR1842802.5101	MG702771.1	100.0	6.369999999999999e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR4020553.20 10317.000101067_19 length=151 number of reps 398	ERR4020553.20	MF364741.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.549 10317.000093103_548 length=151 number of reps 398	ERR2696999.549	FJ503780.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.209 10317.000093103_208 length=151 number of reps 387	ERR2696999.209	MG702711.1	100.0	1.7899999999999994e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2696999.15201 10317.000093103_15200 length=151 number of reps 387	ERR2696999.15201	MH292031.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.993 10317.000093103_992 length=151 number of reps 384	ERR2696999.993	MG858282.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2056801.47 10317.000037933_46 length=150 number of reps 377	ERR2056801.47	MH977805.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389836.4302 10317.000038305_4301 length=150 number of reps 377	ERR1389836.4302	LR650618.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.92 10317.000093103_91 length=151 number of reps 374	ERR2696999.92	MH228452.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697882.15 10317.000097473_14 length=151 number of reps 373	ERR2697882.15	MT269010.1	100.0	1.7899999999999994e-71	Delftia lacustris	558537	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia lacustris
>ERR2696999.7611 10317.000093103_7610 length=151 number of reps 373	ERR2696999.7611	MH761696.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.2 10317.000050274_1 length=150 number of reps 370	ERR1842802.2	MF365015.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019071.20 10317.000074586_19 length=151 number of reps 368	ERR4019071.20	KX971678.1	99.338	8.309999999999998e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1315996.61 10317.000033728_60 length=150 number of reps 365	ERR1315996.61	KU120843.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033469.4829 10317.000068174_4828 length=150 number of reps 361	ERR2033469.4829	MT415717.1	100.0	6.369999999999999e-71	Lactococcus taiwanensis	1151742	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus taiwanensis
>ERR1842802.574 10317.000050274_573 length=150 number of reps 360	ERR1842802.574	JX230374.1	100.0	6.369999999999999e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR1842802.5 10317.000050274_4 length=150 number of reps 358	ERR1842802.5	MT421943.1	100.0	6.369999999999999e-71	Citrobacter freundii	546	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter freundii
>ERR1842802.23212 10317.000050274_23211 length=150 number of reps 352	ERR1842802.23212	MK274833.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.67 10317.000093103_66 length=151 number of reps 348	ERR2696999.67	KX593434.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.27 10317.000093103_26 length=151 number of reps 348	ERR2696999.27	MH467921.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.953 10317.000093103_952 length=151 number of reps 339	ERR2696999.953	CP048437.1	100.0	6.429999999999998e-71	Faecalibacterium prausnitzii A2-165	411483	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR1389836.5449 10317.000038305_5448 length=150 number of reps 336	ERR1389836.5449	LR641029.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.107 10317.000075933_106 length=151 number of reps 333	ERR2696475.107	KF841716.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.96 10317.000068175_95 length=150 number of reps 333	ERR2033470.96	MH570136.1	100.0	6.369999999999999e-71	uncultured Bacteroides sp.	162156	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
>ERR1417508.11 10317.000033063_10 length=150 number of reps 329	ERR1417508.11	MH288077.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.90 10317.000093103_89 length=151 number of reps 324	ERR2696999.90	MH291839.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019279.38 10317.000105371_37 length=151 number of reps 323	ERR4019279.38	CP050951.1	100.0	1.7899999999999994e-71	Pseudomonas putida	303	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida
>ERR2696999.8418 10317.000093103_8417 length=151 number of reps 320	ERR2696999.8418	KY278866.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.121 10317.000093103_120 length=151 number of reps 319	ERR2696999.121	MH761740.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.151 10317.000068175_150 length=150 number of reps 319	ERR2033470.151	MH761406.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1597056.12886 10317.000042630_12885 length=150 number of reps 318	ERR1597056.12886	CP050959.1	100.0	6.369999999999999e-71	Streptococcus gallolyticus	315405	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus gallolyticus
>ERR1389836.496 10317.000038305_495 length=150 number of reps 318	ERR1389836.496	MH761663.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389836.379 10317.000038305_378 length=150 number of reps 317	ERR1389836.379	MN211895.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019071.1455 10317.000074586_1454 length=151 number of reps 316	ERR4019071.1455	LC515606.1	100.0	1.7899999999999994e-71	Acidaminococcus intestini	187327	Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus intestini
>ERR2696999.183 10317.000093103_182 length=151 number of reps 315	ERR2696999.183	MT268988.1	100.0	6.429999999999998e-71	Bacteroides uniformis	820	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis
>ERR1597056.327 10317.000042630_326 length=150 number of reps 315	ERR1597056.327	KR952335.1	100.0	6.369999999999999e-71	Penicillium roqueforti	5082	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium roqueforti
>ERR2033470.477 10317.000068175_476 length=150 number of reps 311	ERR2033470.477	KY671809.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.232 10317.000068175_231 length=150 number of reps 308	ERR2033470.232	MN212492.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.38 10317.000093103_37 length=151 number of reps 307	ERR2696999.38	LR654724.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697993.35 10317.000098679_34 length=151 number of reps 302	ERR2697993.35	MN474712.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.68 10317.000075933_67 length=151 number of reps 302	ERR2696475.68	FJ507988.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.1940 10317.000093103_1939 length=151 number of reps 301	ERR2696999.1940	MG240816.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2523964.1210 10317.000076672_1209 length=151 number of reps 301	ERR2523964.1210	MH569932.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.803 10317.000093103_802 length=151 number of reps 298	ERR2696999.803	LR647866.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019280.112 10317.000105372_111 length=151 number of reps 296	ERR4019280.112	MH761181.1	99.338	8.309999999999998e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.12 10317.000093103_11 length=151 number of reps 293	ERR2696999.12	MH761181.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.16186 10317.000075933_16185 length=151 number of reps 290	ERR2696475.16186	MH288077.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.855 10317.000068175_854 length=150 number of reps 290	ERR2033470.855	LC515606.1	100.0	6.369999999999999e-71	Acidaminococcus intestini	187327	Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus intestini
>ERR2696999.9954 10317.000093103_9953 length=151 number of reps 286	ERR2696999.9954	KY878431.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.482 10317.000093103_481 length=151 number of reps 284	ERR2696999.482	MN474266.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696443.1288 10317.000058971_1287 length=151 number of reps 284	ERR2696443.1288	MH468132.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.4950 10317.000050274_4949 length=150 number of reps 283	ERR1842802.4950	JQ940722.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2319344.67 10317.000054289_66 length=151 number of reps 281	ERR2319344.67	CP048627.1	99.338	8.309999999999998e-70	Megamonas funiformis	437897	Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas funiformis
>ERR2033470.712 10317.000068175_711 length=150 number of reps 280	ERR2033470.712	MG559119.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.569 10317.000050274_568 length=150 number of reps 270	ERR1842802.569	LC528172.1	100.0	6.369999999999999e-71	Anaerostipes hadrus	649756	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus
>ERR1842802.703 10317.000050274_702 length=150 number of reps 269	ERR1842802.703	KF842651.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.3808 10317.000107269_3807 length=151 number of reps 267	ERR4019312.3808	CP041955.1	100.0	1.7899999999999994e-71	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2696443.94 10317.000058971_93 length=151 number of reps 266	ERR2696443.94	LR595746.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.12 10317.000068175_11 length=150 number of reps 266	ERR2033470.12	GU103630.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.83 10317.000093103_82 length=151 number of reps 265	ERR2696999.83	MN212362.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2304099.1210 10317.000079833_1209 length=151 number of reps 265	ERR2304099.1210	MN212468.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389836.286 10317.000038305_285 length=150 number of reps 265	ERR1389836.286	MT445091.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.1700 10317.000093103_1699 length=151 number of reps 262	ERR2696999.1700	MH291677.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019071.16454 10317.000074586_16453 length=151 number of reps 261	ERR4019071.16454	MN537448.1	100.0	1.7899999999999994e-71	Megasphaera elsdenii	907	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera elsdenii
>ERR2696999.628 10317.000093103_627 length=151 number of reps 261	ERR2696999.628	MT415717.1	100.0	1.7899999999999994e-71	Lactococcus taiwanensis	1151742	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus taiwanensis
>ERR2696475.14776 10317.000075933_14775 length=151 number of reps 260	ERR2696475.14776	MH570112.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.53 10317.000093103_52 length=151 number of reps 257	ERR2696999.53	MF364912.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.148 10317.000068175_147 length=150 number of reps 257	ERR2033470.148	MN474578.1	99.333	2.96e-69	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.16326 10317.000107269_16325 length=151 number of reps 256	ERR4019312.16326	FP079207.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1315996.218 10317.000033728_217 length=150 number of reps 252	ERR1315996.218	MH761865.1	99.333	2.96e-69	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.124 10317.000068175_123 length=150 number of reps 249	ERR2033470.124	KP106124.1	100.0	6.369999999999999e-71	uncultured Parabacteroides sp.	512312	Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;uncultured Parabacteroides sp.
>ERR1389836.396 10317.000038305_395 length=150 number of reps 244	ERR1389836.396	MH462403.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.4437 10317.000107269_4436 length=151 number of reps 241	ERR4019312.4437	MN212281.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.15700 10317.000075933_15699 length=151 number of reps 241	ERR2696475.15700	MH221941.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2579553.20123 10317.000093400_20122 length=151 number of reps 241	ERR2579553.20123	MH761865.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842587.126 10317.000054208_125 length=150 number of reps 239	ERR1842587.126	HQ790659.1	100.0	6.369999999999999e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2056801.32 10317.000037933_31 length=150 number of reps 238	ERR2056801.32	MK910741.1	100.0	6.369999999999999e-71	Bifidobacterium bifidum	1681	Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium bifidum
>ERR4019071.33 10317.000074586_32 length=151 number of reps 236	ERR4019071.33	HQ790566.1	100.0	1.7899999999999994e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2696999.20039 10317.000093103_20038 length=151 number of reps 236	ERR2696999.20039	MH222073.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.453 10317.000068175_452 length=150 number of reps 236	ERR2033470.453	MG702800.1	100.0	6.369999999999999e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
