header	seqid	accession	identity	evalue	sciname	taxids	taxonomy
>ERR2696999.12597 10317.000093103_12596 length=151 number of reps 327	ERR2696999.12597	HQ791674.1	100.0	1.7799999999999998e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2696999.2625 10317.000093103_2624 length=151 number of reps 323	ERR2696999.2625	MF363938.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842637.520 10317.000062086_519 length=150 number of reps 321	ERR1842637.520	MT268987.1	100.0	6.3599999999999995e-71	Bacteroides ovatus	28116	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus
>ERR2056801.107 10317.000037933_106 length=150 number of reps 316	ERR2056801.107	MT492073.1	100.0	6.3599999999999995e-71	Streptococcus gallolyticus	315405	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus gallolyticus
>ERR2306142.146 10317.000068657_145 length=151 number of reps 311	ERR2306142.146	MT275475.1	100.0	1.7799999999999998e-71	Erysipelatoclostridium ramosum	1547	Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;Erysipelatoclostridium ramosum
>ERR1842637.32 10317.000062086_31 length=150 number of reps 307	ERR1842637.32	MH761044.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842637.53 10317.000062086_52 length=150 number of reps 302	ERR1842637.53	AP019004.1	100.0	6.3599999999999995e-71	Phascolarctobacterium faecium	33025	Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium faecium
>ERR2696999.10613 10317.000093103_10612 length=151 number of reps 296	ERR2696999.10613	MT509513.1	100.0	1.7799999999999998e-71	Enterococcus faecium	1352	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium
>ERR2696999.385 10317.000093103_384 length=151 number of reps 295	ERR2696999.385	MN474722.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2303862.16170 10317.000059959_16169 length=151 number of reps 295	ERR2303862.16170	LC515606.1	100.0	1.7799999999999998e-71	Acidaminococcus intestini	187327	Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus intestini
>ERR1842637.324 10317.000062086_323 length=150 number of reps 294	ERR1842637.324	CP040902.1	100.0	6.3599999999999995e-71	Longibaculum sp. KGMB06250	2584943	Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Longibaculum;Longibaculum sp. KGMB06250
>ERR2696999.38 10317.000093103_37 length=151 number of reps 287	ERR2696999.38	LR654724.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.209 10317.000093103_208 length=151 number of reps 282	ERR2696999.209	MG702711.1	100.0	1.7799999999999998e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2319344.67 10317.000054289_66 length=151 number of reps 281	ERR2319344.67	CP048627.1	99.338	8.299999999999999e-70	Megamonas funiformis	437897	Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas funiformis
>ERR2696999.1479 10317.000093103_1478 length=151 number of reps 279	ERR2696999.1479	LR654642.1	100.0	6.4199999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.172 10317.000093103_171 length=151 number of reps 277	ERR2696999.172	MG702771.1	100.0	1.7799999999999998e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2696999.67 10317.000093103_66 length=151 number of reps 276	ERR2696999.67	KX593434.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.1060 10317.000093103_1059 length=151 number of reps 275	ERR2696999.1060	LR699017.1	100.0	6.4199999999999995e-71	Faecalibacterium prausnitzii	853	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR2696999.803 10317.000093103_802 length=151 number of reps 270	ERR2696999.803	LR647866.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.4718 10317.000093103_4717 length=151 number of reps 268	ERR2696999.4718	MT464394.1	100.0	6.4199999999999995e-71	Bacteroides dorei	357276	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides dorei
>ERR2696999.679 10317.000093103_678 length=151 number of reps 267	ERR2696999.679	LR636143.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842637.62 10317.000062086_61 length=150 number of reps 258	ERR1842637.62	MH761885.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.7611 10317.000093103_7610 length=151 number of reps 256	ERR2696999.7611	MH761696.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.1545 10317.000093103_1544 length=151 number of reps 254	ERR2696999.1545	LC528171.1	100.0	1.7799999999999998e-71	Akkermansia muciniphila	239935	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
>ERR2696999.3904 10317.000093103_3903 length=151 number of reps 252	ERR2696999.3904	MT445121.1	100.0	6.4199999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.2951 10317.000093103_2950 length=151 number of reps 251	ERR2696999.2951	MT463733.1	100.0	6.4199999999999995e-71	Bacteroides vulgatus	821	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus
>ERR2033544.97 10317.000069001_96 length=150 number of reps 250	ERR2033544.97	MF670802.1	100.0	6.3599999999999995e-71	uncultured Faecalibacterium sp.	259315	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;uncultured Faecalibacterium sp.
>ERR1842637.156 10317.000062086_155 length=150 number of reps 248	ERR1842637.156	CP051672.1	100.0	6.3599999999999995e-71	Parabacteroides distasonis	823	Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis
>ERR1842728.8 10317.000041832_7 length=150 number of reps 242	ERR1842728.8	HQ791598.1	100.0	6.3599999999999995e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2056801.32 10317.000037933_31 length=150 number of reps 238	ERR2056801.32	MT491066.1	100.0	6.3599999999999995e-71	Bifidobacterium bifidum	1681	Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium bifidum
>ERR2696999.151 10317.000093103_150 length=151 number of reps 232	ERR2696999.151	MH468371.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.121 10317.000093103_120 length=151 number of reps 231	ERR2696999.121	MH761740.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697882.151 10317.000097473_150 length=151 number of reps 221	ERR2697882.151	MN505694.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842728.208 10317.000041832_207 length=150 number of reps 221	ERR1842728.208	MN081733.1	99.333	2.96e-69	Bacteroides sartorii	671267	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sartorii
>ERR2303862.6525 10317.000059959_6524 length=151 number of reps 220	ERR2303862.6525	MN537448.1	100.0	1.7799999999999998e-71	Megasphaera elsdenii	907	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera elsdenii
>ERR2696999.26054 10317.000093103_26053 length=151 number of reps 218	ERR2696999.26054	MG702800.1	100.0	6.4199999999999995e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2696999.1173 10317.000093103_1172 length=151 number of reps 213	ERR2696999.1173	MH761645.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.12 10317.000093103_11 length=151 number of reps 210	ERR2696999.12	MH761181.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842637.71 10317.000062086_70 length=150 number of reps 204	ERR1842637.71	LR640086.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697882.782 10317.000097473_781 length=151 number of reps 203	ERR2697882.782	MH221941.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.11620 10317.000093103_11619 length=151 number of reps 203	ERR2696999.11620	MN474844.1	100.0	6.4199999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.83 10317.000093103_82 length=151 number of reps 202	ERR2696999.83	MN212362.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842637.3104 10317.000062086_3103 length=150 number of reps 201	ERR1842637.3104	KX994689.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697882.327 10317.000097473_326 length=151 number of reps 200	ERR2697882.327	LC529453.1	100.0	1.7799999999999998e-71	Achromobacter sp.	134375	Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter sp.
>ERR2696999.8624 10317.000093103_8623 length=151 number of reps 200	ERR2696999.8624	MH313917.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697882.86 10317.000097473_85 length=151 number of reps 198	ERR2697882.86	MT106886.1	100.0	1.7799999999999998e-71	Flavobacterium johnsoniae	986	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium johnsoniae
>ERR2056801.88 10317.000037933_87 length=150 number of reps 197	ERR2056801.88	KF843606.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2303862.1002 10317.000059959_1001 length=151 number of reps 195	ERR2303862.1002	KF233168.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.27 10317.000093103_26 length=151 number of reps 193	ERR2696999.27	MH467921.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2056801.227 10317.000037933_226 length=150 number of reps 193	ERR2056801.227	MT154231.1	100.0	6.3599999999999995e-71	Staphylococcus haemolyticus	1283	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus haemolyticus
>ERR2696999.9954 10317.000093103_9953 length=151 number of reps 192	ERR2696999.9954	KY878431.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842637.202 10317.000062086_201 length=150 number of reps 185	ERR1842637.202	MH761181.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842728.105 10317.000041832_104 length=150 number of reps 184	ERR1842728.105	DQ794968.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842637.5 10317.000062086_4 length=150 number of reps 184	ERR1842637.5	MN326670.1	100.0	6.3599999999999995e-71	Bacteroides caccae	47678	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae
>ERR2696999.7459 10317.000093103_7458 length=151 number of reps 181	ERR2696999.7459	JN612120.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.1880 10317.000093103_1879 length=151 number of reps 180	ERR2696999.1880	KC304281.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696668.12057 10317.000094611_12056 length=151 number of reps 180	ERR2696668.12057	MG858628.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.11437 10317.000093103_11436 length=151 number of reps 179	ERR2696999.11437	LC515592.1	100.0	1.7799999999999998e-71	Absiella argi	1671597	Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Absiella;Absiella argi
>ERR2696999.953 10317.000093103_952 length=151 number of reps 178	ERR2696999.953	CP048437.1	100.0	6.4199999999999995e-71	Faecalibacterium prausnitzii A2-165	411483	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR2696999.170 10317.000093103_169 length=151 number of reps 173	ERR2696999.170	MK274833.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696668.12407 10317.000094611_12406 length=151 number of reps 173	ERR2696668.12407	MF895031.1	100.0	1.7799999999999998e-71	uncultured Prevotella sp.	159272	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;uncultured Prevotella sp.
>ERR2303862.977 10317.000059959_976 length=151 number of reps 173	ERR2303862.977	KT925216.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2056801.465 10317.000037933_464 length=150 number of reps 172	ERR2056801.465	MT445141.1	99.333	2.96e-69	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2303862.6053 10317.000059959_6052 length=151 number of reps 171	ERR2303862.6053	MK727298.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842637.31 10317.000062086_30 length=150 number of reps 171	ERR1842637.31	MH570035.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697882.12345 10317.000097473_12344 length=151 number of reps 170	ERR2697882.12345	HQ792096.1	100.0	1.7799999999999998e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2696999.8868 10317.000093103_8867 length=151 number of reps 170	ERR2696999.8868	KF101788.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.14390 10317.000093103_14389 length=151 number of reps 169	ERR2696999.14390	MT463733.1	99.338	8.299999999999999e-70	Bacteroides vulgatus	821	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus
>ERR1842637.2501 10317.000062086_2500 length=150 number of reps 166	ERR1842637.2501	CP048437.1	99.333	2.96e-69	Faecalibacterium prausnitzii A2-165	411483	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR2696999.16019 10317.000093103_16018 length=151 number of reps 161	ERR2696999.16019	MH978077.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842728.118 10317.000041832_117 length=150 number of reps 161	ERR1842728.118	MN474353.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842637.2235 10317.000062086_2234 length=150 number of reps 161	ERR1842637.2235	MN474811.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697882.20 10317.000097473_19 length=151 number of reps 160	ERR2697882.20	MT425999.1	100.0	1.7799999999999998e-71	Rhizobium sp.	391	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;Rhizobium sp.
>ERR2696668.7198 10317.000094611_7197 length=151 number of reps 160	ERR2696668.7198	LR641022.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.26021 10317.000093103_26020 length=151 number of reps 158	ERR2696999.26021	CP048627.1	99.338	8.299999999999999e-70	Megamonas funiformis	437897	Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas funiformis
>ERR2319344.15997 10317.000054289_15996 length=151 number of reps 157	ERR2319344.15997	CP027002.1	100.0	6.4199999999999995e-71	[Ruminococcus] gnavus ATCC 29149	411470	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;[Ruminococcus] gnavus
>ERR2696999.183 10317.000093103_182 length=151 number of reps 155	ERR2696999.183	MT268988.1	100.0	6.4199999999999995e-71	Bacteroides uniformis	820	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis
>ERR2697882.1253 10317.000097473_1252 length=151 number of reps 154	ERR2697882.1253	MT491072.1	100.0	6.4199999999999995e-71	Bifidobacterium pseudocatenulatum	28026	Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum
>ERR2696999.16523 10317.000093103_16522 length=151 number of reps 154	ERR2696999.16523	HQ790645.1	100.0	1.7799999999999998e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2696999.126 10317.000093103_125 length=151 number of reps 151	ERR2696999.126	MN474600.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2303862.4620 10317.000059959_4619 length=151 number of reps 151	ERR2303862.4620	KC304481.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.15 10317.000093103_14 length=151 number of reps 148	ERR2696999.15	FP078216.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.328 10317.000093103_327 length=151 number of reps 147	ERR2696999.328	MN474935.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697882.49 10317.000097473_48 length=151 number of reps 145	ERR2697882.49	MT484223.1	100.0	1.7799999999999998e-71	Citrobacter sp.	1896336	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter sp.
>ERR2696999.6923 10317.000093103_6922 length=151 number of reps 144	ERR2696999.6923	KF385804.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842637.490 10317.000062086_489 length=150 number of reps 143	ERR1842637.490	HQ791674.1	100.0	6.3599999999999995e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2303862.4483 10317.000059959_4482 length=151 number of reps 142	ERR2303862.4483	FP079207.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.249 10317.000093103_248 length=151 number of reps 140	ERR2696999.249	EU622771.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.11249 10317.000093103_11248 length=151 number of reps 140	ERR2696999.11249	MN474282.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842637.145 10317.000062086_144 length=150 number of reps 137	ERR1842637.145	MN474722.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.927 10317.000093103_926 length=151 number of reps 136	ERR2696999.927	KR861461.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2319344.5491 10317.000054289_5490 length=151 number of reps 136	ERR2319344.5491	CP030280.1	100.0	1.7799999999999998e-71	Blautia sp. N6H1-15	1912897	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia sp. N6H1-15
>ERR1842728.383 10317.000041832_382 length=150 number of reps 134	ERR1842728.383	MH570136.1	100.0	6.3599999999999995e-71	uncultured Bacteroides sp.	162156	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
>ERR1842637.69 10317.000062086_68 length=150 number of reps 133	ERR1842637.69	KX593306.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.85 10317.000093103_84 length=151 number of reps 132	ERR2696999.85	KY671495.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.16103 10317.000093103_16102 length=151 number of reps 132	ERR2696999.16103	LR641045.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696668.171 10317.000094611_170 length=151 number of reps 130	ERR2696668.171	KX654212.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2314217.877 10317.000069002_876 length=151 number of reps 129	ERR2314217.877	MN157561.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2314217.1457 10317.000069002_1456 length=151 number of reps 127	ERR2314217.1457	EF404505.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696668.19161 10317.000094611_19160 length=151 number of reps 123	ERR2696668.19161	MG240816.1	100.0	6.4199999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2306142.400 10317.000068657_399 length=151 number of reps 123	ERR2306142.400	FP078537.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2523933.16 10317.000075909_15 length=151 number of reps 122	ERR2523933.16	LR654832.1	99.338	8.299999999999999e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2523933.142 10317.000075909_141 length=151 number of reps 122	ERR2523933.142	LC267337.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2306142.466 10317.000068657_465 length=151 number of reps 122	ERR2306142.466	MT445121.1	99.338	8.299999999999999e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842728.100 10317.000041832_99 length=150 number of reps 122	ERR1842728.100	CP050831.1	99.333	2.96e-69	Bacteroides sp. CBA7301	2715212	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.628 10317.000093103_627 length=151 number of reps 120	ERR2696999.628	MT484217.1	100.0	1.7799999999999998e-71	Lactococcus sp.	44273	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus sp.
>ERR2696999.9410 10317.000093103_9409 length=151 number of reps 119	ERR2696999.9410	LC487980.1	100.0	1.7799999999999998e-71	Dialister sp. 5BBH33	2582419	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;Dialister hominis
>ERR1842728.1088 10317.000041832_1087 length=150 number of reps 118	ERR1842728.1088	DQ806733.1	99.333	2.96e-69	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696668.415 10317.000094611_414 length=151 number of reps 117	ERR2696668.415	MH761555.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2523933.31 10317.000075909_30 length=151 number of reps 117	ERR2523933.31	KJ422474.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842637.144 10317.000062086_143 length=150 number of reps 117	ERR1842637.144	AP019738.1	100.0	6.3599999999999995e-71	Alistipes sp. 3BBH6	2585117	Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes onderdonkii
>ERR1842637.128 10317.000062086_127 length=150 number of reps 115	ERR1842637.128	LR641029.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4020553.52 10317.000101067_51 length=151 number of reps 114	ERR4020553.52	MT464392.1	100.0	1.7799999999999998e-71	Lactobacillus ruminis	1623	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus ruminis
>ERR2696999.993 10317.000093103_992 length=151 number of reps 114	ERR2696999.993	MG858282.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697882.42 10317.000097473_41 length=151 number of reps 113	ERR2697882.42	MT386283.1	100.0	1.7799999999999998e-71	Chryseobacterium sp.	1871047	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp.
>ERR2303862.1200 10317.000059959_1199 length=151 number of reps 112	ERR2303862.1200	LC268636.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842637.160 10317.000062086_159 length=150 number of reps 111	ERR1842637.160	MN212527.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696668.1105 10317.000094611_1104 length=151 number of reps 109	ERR2696668.1105	JN612638.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.6001 10317.000093103_6000 length=151 number of reps 107	ERR2696999.6001	MF363808.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.1722 10317.000093103_1721 length=151 number of reps 107	ERR2696999.1722	MN474469.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2314217.7664 10317.000069002_7663 length=151 number of reps 106	ERR2314217.7664	DQ806228.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2056801.95 10317.000037933_94 length=150 number of reps 106	ERR2056801.95	KX970805.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
