header	seqid	accession	identity	evalue	sciname	taxids	taxonomy
>ERR2092007.70 10317.000062984_69 length=150 number of reps 614	ERR2092007.70	MN841017.1	99.333	8.23e-70	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR4019336.975 10317.000107973_974 length=150 number of reps 610	ERR4019336.975	MN474966.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.8435 10317.000107973_8434 length=151 number of reps 607	ERR4019336.8435	KY049721.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.115 10317.000107973_114 length=151 number of reps 603	ERR4019336.115	LR027880.1	100.0	1.7799999999999998e-71	Roseburia intestinalis L1-82	536231	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia intestinalis
>ERR2524133.14 10317.000089968_13 length=151 number of reps 597	ERR2524133.14	MN215011.1	100.0	1.7799999999999998e-71	uncultured Bacteroides sp.	162156	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
>ERR2032574.947 10317.000039622_946 length=150 number of reps 597	ERR2032574.947	LR654483.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.17443 10317.000039622_17442 length=150 number of reps 594	ERR2032574.17443	CP036491.1	100.0	6.3599999999999995e-71	Bacteroides sp. A1C1	2528203	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. A1C1
>ERR1389911.62 10317.000040397_61 length=150 number of reps 592	ERR1389911.62	MF256249.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.17441 10317.000107973_17440 length=151 number of reps 576	ERR4019336.17441	MT491082.1	100.0	1.7799999999999998e-71	Bifidobacterium longum	216816	Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum
>ERR2032574.132 10317.000039622_131 length=150 number of reps 564	ERR2032574.132	JX230374.1	100.0	6.3599999999999995e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR1389881.338 10317.000040057_337 length=150 number of reps 564	ERR1389881.338	LR646661.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019314.8424 10317.000107280_8423 length=151 number of reps 555	ERR4019314.8424	MT225834.1	99.338	8.299999999999999e-70	Pseudomonas psychrophila	122355	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas psychrophila
>ERR2696999.282 10317.000093103_281 length=151 number of reps 555	ERR2696999.282	MH761842.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.14080 10317.000107973_14079 length=151 number of reps 552	ERR4019336.14080	JQ940722.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.39 10317.000039622_38 length=150 number of reps 551	ERR2032574.39	LR027880.1	100.0	6.3599999999999995e-71	Roseburia intestinalis L1-82	536231	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia intestinalis
>ERR4019314.46 10317.000107280_45 length=151 number of reps 547	ERR4019314.46	CP038336.1	96.02600000000001	1.8100000000000004e-61	Escherichia coli O157:H7	83334	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2309414.23 10317.000079421_22 length=151 number of reps 546	ERR2309414.23	CP051672.1	99.338	8.299999999999999e-70	Parabacteroides distasonis	823	Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis
>ERR4019336.677 10317.000107973_676 length=151 number of reps 544	ERR4019336.677	MN474561.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019314.2402 10317.000107280_2401 length=151 number of reps 544	ERR4019314.2402	MT250924.1	99.338	8.299999999999999e-70	Pseudomonas fragi	296	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fragi
>ERR2032517.139 10317.000031563_138 length=150 number of reps 539	ERR2032517.139	MH222252.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.408 10317.000039622_407 length=150 number of reps 536	ERR2032574.408	MT436614.1	100.0	6.3599999999999995e-71	Haemophilus parainfluenzae	729	Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus parainfluenzae
>ERR2032574.60 10317.000039622_59 length=150 number of reps 525	ERR2032574.60	KF385804.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.1884 10317.000107973_1883 length=151 number of reps 523	ERR4019336.1884	MG859037.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.165 10317.000107973_164 length=151 number of reps 521	ERR4019336.165	HQ766747.1	100.0	1.7799999999999998e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR1389911.1921 10317.000040397_1920 length=150 number of reps 517	ERR1389911.1921	MH761842.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019314.5007 10317.000107280_5006 length=151 number of reps 509	ERR4019314.5007	MT250924.1	99.338	8.299999999999999e-70	Pseudomonas fragi	296	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fragi
>ERR4019336.1139 10317.000107973_1138 length=151 number of reps 508	ERR4019336.1139	CP040518.1	100.0	1.7799999999999998e-71	Blautia sp. SC05B48	2479767	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia sp. SC05B48
>ERR2092007.56 10317.000062984_55 length=150 number of reps 500	ERR2092007.56	CP020509.1	100.0	6.3599999999999995e-71	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR4019314.485 10317.000107280_484 length=151 number of reps 499	ERR4019314.485	MT250924.1	99.338	8.299999999999999e-70	Pseudomonas fragi	296	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fragi
>ERR2032574.26426 10317.000039622_26425 length=150 number of reps 494	ERR2032574.26426	MT445141.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.1192 10317.000107973_1191 length=149 number of reps 489	ERR4019336.1192	MT268993.1	100.0	2.2699999999999994e-70	Odoribacter splanchnicus	28118	Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus
>ERR2696999.255 10317.000093103_254 length=151 number of reps 484	ERR2696999.255	KT925147.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.967 10317.000107973_966 length=151 number of reps 481	ERR4019336.967	MH570136.1	100.0	1.7799999999999998e-71	uncultured Bacteroides sp.	162156	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
>ERR2057157.660 10317.000069719_659 length=150 number of reps 479	ERR2057157.660	LR654311.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.267 10317.000107973_266 length=151 number of reps 476	ERR4019336.267	MH761438.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.8508 10317.000107973_8507 length=151 number of reps 473	ERR4019336.8508	MT505661.1	100.0	1.7799999999999998e-71	Streptococcus salivarius	1304	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius
>ERR4019336.42 10317.000107973_41 length=151 number of reps 466	ERR4019336.42	KY878431.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.21450 10317.000093103_21449 length=151 number of reps 465	ERR2696999.21450	MT275656.1	100.0	1.7799999999999998e-71	Bacillus clausii	79880	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus clausii
>ERR4019336.17 10317.000107973_16 length=151 number of reps 461	ERR4019336.17	KY285938.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2309414.68379 10317.000079421_68378 length=151 number of reps 459	ERR2309414.68379	MT509550.1	100.0	1.7799999999999998e-71	Raoultella ornithinolytica	54291	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Raoultella;Raoultella ornithinolytica
>ERR4019336.634 10317.000107973_633 length=151 number of reps 456	ERR4019336.634	MH761885.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092007.3508 10317.000062984_3507 length=150 number of reps 456	ERR2092007.3508	JQ940872.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.1027 10317.000107973_1026 length=151 number of reps 454	ERR4019336.1027	LR637623.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.6923 10317.000093103_6922 length=151 number of reps 452	ERR2696999.6923	KF385804.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.1545 10317.000093103_1544 length=151 number of reps 449	ERR2696999.1545	LC528171.1	100.0	1.7799999999999998e-71	Akkermansia muciniphila	239935	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
>ERR2092007.17933 10317.000062984_17932 length=150 number of reps 447	ERR2092007.17933	MN326670.1	100.0	6.3599999999999995e-71	Bacteroides caccae	47678	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae
>ERR2032574.19412 10317.000039622_19411 length=150 number of reps 445	ERR2032574.19412	HQ758633.1	100.0	6.3599999999999995e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2032574.92 10317.000039622_91 length=150 number of reps 442	ERR2032574.92	MN474392.1	98.667	1.3799999999999999e-67	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032517.25 10317.000031563_24 length=150 number of reps 441	ERR2032517.25	MT509550.1	100.0	6.3599999999999995e-71	Raoultella ornithinolytica	54291	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Raoultella;Raoultella ornithinolytica
>ERR4019314.74 10317.000107280_73 length=151 number of reps 433	ERR4019314.74	CP021986.1	96.02600000000001	3.8899999999999995e-63	Pseudomonas fragi	296	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fragi
>ERR2092007.2840 10317.000062984_2839 length=150 number of reps 433	ERR2092007.2840	LC515556.1	100.0	6.3599999999999995e-71	Collinsella aerofaciens	74426	Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella aerofaciens
>ERR2092007.3614 10317.000062984_3613 length=150 number of reps 432	ERR2092007.3614	MT477821.1	100.0	6.3599999999999995e-71	Streptococcus parasanguinis	1318	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus parasanguinis
>ERR2696999.11106 10317.000093103_11105 length=151 number of reps 431	ERR2696999.11106	KU152266.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.563 10317.000039622_562 length=150 number of reps 429	ERR2032574.563	MH570035.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092225.134 10317.000067634_133 length=150 number of reps 427	ERR2092225.134	MH515849.1	100.0	6.3599999999999995e-71	uncultured Bacteroides sp.	162156	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
>ERR4019336.408 10317.000107973_407 length=151 number of reps 425	ERR4019336.408	JX230374.1	100.0	1.7799999999999998e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR4019336.540 10317.000107973_539 length=151 number of reps 423	ERR4019336.540	MN212477.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.4449 10317.000107973_4448 length=151 number of reps 422	ERR4019336.4449	MH572109.1	100.0	1.7799999999999998e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR4019336.5049 10317.000107973_5048 length=151 number of reps 409	ERR4019336.5049	KC304281.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696437.12 10317.000052139_11 length=151 number of reps 406	ERR2696437.12	KY875919.1	100.0	6.4199999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2309414.63 10317.000079421_62 length=151 number of reps 399	ERR2309414.63	KY671809.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032517.275 10317.000031563_274 length=150 number of reps 396	ERR2032517.275	KX996786.1	99.333	2.96e-69	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019314.22608 10317.000107280_22607 length=151 number of reps 386	ERR4019314.22608	MF895908.1	100.0	1.7799999999999998e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2032574.579 10317.000039622_578 length=150 number of reps 385	ERR2032574.579	AP019739.1	100.0	6.3599999999999995e-71	Alistipes sp. 5CBH24	2585118	Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes communis
>ERR4019314.1919 10317.000107280_1918 length=151 number of reps 384	ERR4019314.1919	KX996786.1	99.338	8.299999999999999e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092007.15604 10317.000062984_15603 length=150 number of reps 383	ERR2092007.15604	MT268993.1	100.0	6.3599999999999995e-71	Odoribacter splanchnicus	28118	Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus
>ERR2092225.22 10317.000067634_21 length=150 number of reps 382	ERR2092225.22	KF841716.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.477 10317.000039622_476 length=150 number of reps 375	ERR2032574.477	CP051144.1	100.0	6.3599999999999995e-71	Romboutsia sp. CE17	2724150	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.1253 10317.000039622_1252 length=150 number of reps 373	ERR2032574.1253	MK274833.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2524101.16698 10317.000087179_16697 length=151 number of reps 370	ERR2524101.16698	LC515606.1	100.0	1.7799999999999998e-71	Acidaminococcus intestini	187327	Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus intestini
>ERR4019314.5744 10317.000107280_5743 length=151 number of reps 369	ERR4019314.5744	CP053575.1	100.0	6.4199999999999995e-71	Citrobacter sp. TSA-1	184912	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter sp. TSA-1
>ERR4019336.2915 10317.000107973_2914 length=151 number of reps 368	ERR4019336.2915	MN474844.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.136 10317.000039622_135 length=150 number of reps 366	ERR2032574.136	LR643030.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.11570 10317.000107973_11569 length=151 number of reps 353	ERR4019336.11570	MN474461.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.1871 10317.000107973_1870 length=151 number of reps 348	ERR4019336.1871	MN474509.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.5922 10317.000093103_5921 length=151 number of reps 348	ERR2696999.5922	MN212518.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389911.26 10317.000040397_25 length=150 number of reps 345	ERR1389911.26	KU153685.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.95 10317.000107973_94 length=151 number of reps 340	ERR4019336.95	MN212470.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092007.4046 10317.000062984_4045 length=150 number of reps 336	ERR2092007.4046	LC528172.1	100.0	6.3599999999999995e-71	Anaerostipes hadrus	649756	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus
>ERR2032574.1051 10317.000039622_1050 length=150 number of reps 336	ERR2032574.1051	MN474561.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.280 10317.000039622_279 length=150 number of reps 335	ERR2032574.280	MN474117.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.936 10317.000039622_935 length=150 number of reps 332	ERR2032574.936	MH761696.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.4664 10317.000107973_4663 length=151 number of reps 330	ERR4019336.4664	MT445128.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092225.2695 10317.000067634_2694 length=150 number of reps 325	ERR2092225.2695	KC304281.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.3063 10317.000107973_3062 length=151 number of reps 324	ERR4019336.3063	MG241007.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2404967.146 10317.000072390_145 length=151 number of reps 324	ERR2404967.146	MN156611.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.3976 10317.000107973_3975 length=151 number of reps 322	ERR4019336.3976	MK728230.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019314.197 10317.000107280_196 length=151 number of reps 322	ERR4019314.197	MT472101.1	100.0	1.7799999999999998e-71	Pseudomonas syringae pv. actinidiae	103796	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas syringae
>ERR2032574.5043 10317.000039622_5042 length=150 number of reps 319	ERR2032574.5043	JN611629.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2404967.1426 10317.000072390_1425 length=151 number of reps 318	ERR2404967.1426	MK577312.1	100.0	1.7799999999999998e-71	Akkermansia muciniphila	239935	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
>ERR2057157.2249 10317.000069719_2248 length=150 number of reps 318	ERR2057157.2249	MN156805.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389911.29613 10317.000040397_29612 length=150 number of reps 317	ERR1389911.29613	MN211895.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.707 10317.000107973_706 length=151 number of reps 312	ERR4019336.707	KY932791.1	100.0	1.7799999999999998e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR4019336.3615 10317.000107973_3614 length=151 number of reps 312	ERR4019336.3615	LC528172.1	100.0	1.7799999999999998e-71	Anaerostipes hadrus	649756	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus
>ERR2032574.2122 10317.000039622_2121 length=150 number of reps 312	ERR2032574.2122	LR637623.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.880 10317.000039622_879 length=150 number of reps 311	ERR2032574.880	JQ940722.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.226 10317.000039622_225 length=150 number of reps 311	ERR2032574.226	MG559119.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092007.10534 10317.000062984_10533 length=150 number of reps 310	ERR2092007.10534	AP019004.1	100.0	6.3599999999999995e-71	Phascolarctobacterium faecium	33025	Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium faecium
>ERR4019336.1617 10317.000107973_1616 length=151 number of reps 303	ERR4019336.1617	MF364996.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019314.50 10317.000107280_49 length=151 number of reps 296	ERR4019314.50	MT225834.1	99.338	8.299999999999999e-70	Pseudomonas psychrophila	122355	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas psychrophila
>ERR4019336.1320 10317.000107973_1319 length=151 number of reps 292	ERR4019336.1320	LR651181.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.18 10317.000107973_17 length=151 number of reps 290	ERR4019336.18	HQ786825.1	99.338	8.299999999999999e-70	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2032574.140 10317.000039622_139 length=150 number of reps 289	ERR2032574.140	EF709162.1	100.0	6.3599999999999995e-71	uncultured Bacteroidales bacterium	194843	Bacteroidetes;Bacteroidia;Bacteroidales;NaN;NaN;uncultured Bacteroidales bacterium
>ERR4019336.3218 10317.000107973_3217 length=151 number of reps 287	ERR4019336.3218	MN474353.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.191 10317.000107973_190 length=151 number of reps 284	ERR4019336.191	LC515557.1	100.0	1.7799999999999998e-71	Dysosmobacter welbionis	2093857	Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Dysosmobacter;Dysosmobacter welbionis
>ERR2696999.9235 10317.000093103_9234 length=151 number of reps 282	ERR2696999.9235	MN474843.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2057157.444 10317.000069719_443 length=150 number of reps 282	ERR2057157.444	MH761899.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092007.18692 10317.000062984_18691 length=150 number of reps 281	ERR2092007.18692	KU152706.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1316175.69 10317.000040411_68 length=150 number of reps 279	ERR1316175.69	MH569911.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.1021 10317.000107973_1020 length=151 number of reps 277	ERR4019336.1021	JN612120.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2524101.64 10317.000087179_63 length=151 number of reps 277	ERR2524101.64	KY672114.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.759 10317.000039622_758 length=150 number of reps 272	ERR2032574.759	MH572109.1	100.0	6.3599999999999995e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2524101.32 10317.000087179_31 length=151 number of reps 271	ERR2524101.32	CP045695.1	100.0	1.7799999999999998e-71	[Clostridium] scindens	29347	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] scindens
>ERR2092225.39 10317.000067634_38 length=150 number of reps 271	ERR2092225.39	KY285519.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841793.63 10317.000052259_62 length=150 number of reps 268	ERR1841793.63	MF364754.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092007.24808 10317.000062984_24807 length=150 number of reps 267	ERR2092007.24808	LR651181.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.6757 10317.000039622_6756 length=150 number of reps 266	ERR2032574.6757	MH761885.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.488 10317.000039622_487 length=150 number of reps 266	ERR2032574.488	MN474282.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2057157.10016 10317.000069719_10015 length=150 number of reps 265	ERR2057157.10016	CP030280.1	100.0	6.3599999999999995e-71	Blautia sp. N6H1-15	1912897	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia sp. N6H1-15
>ERR4019336.5834 10317.000107973_5833 length=151 number of reps 264	ERR4019336.5834	MF364912.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
